date,OT,Num_Sites,AQI_Category,Param_Freq,Month,DayOfWeek
1983-10-12,80,28.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1983-10-13,77,29.0,2.0,0.18687026722573377,0.8333333333333334,0.5
1983-10-14,85,26.0,2.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1983-10-15,64,32.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1983-10-16,67,29.0,2.0,0.22880030039426746,0.8333333333333334,1.0
1983-10-17,89,28.0,2.0,0.22880030039426746,0.8333333333333334,0.0
1983-10-18,105,26.0,3.0,0.22880030039426746,0.8333333333333334,0.16666666666666666
1983-10-19,78,29.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1983-10-20,72,29.0,2.0,0.18687026722573377,0.8333333333333334,0.5
1983-10-21,78,29.0,2.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1983-10-22,76,28.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1983-10-23,62,22.0,2.0,0.18687026722573377,0.8333333333333334,1.0
1983-10-24,86,27.0,2.0,0.18687026722573377,0.8333333333333334,0.0
1983-10-25,69,27.0,2.0,0.18687026722573377,0.8333333333333334,0.16666666666666666
1983-10-26,88,28.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1983-10-27,74,28.0,2.0,0.18687026722573377,0.8333333333333334,0.5
1983-10-28,65,27.0,2.0,0.22880030039426746,0.8333333333333334,0.6666666666666666
1983-10-29,55,28.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1983-10-30,72,27.0,2.0,0.18687026722573377,0.8333333333333334,1.0
1983-10-31,87,28.0,2.0,0.22880030039426746,0.8333333333333334,0.0
1983-11-01,113,27.0,3.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1983-11-02,113,29.0,3.0,0.22880030039426746,0.9166666666666666,0.3333333333333333
1983-11-03,98,27.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1983-11-04,77,26.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1983-11-05,71,26.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1983-11-06,71,26.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1983-11-07,88,26.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1983-11-08,103,26.0,3.0,0.22880030039426746,0.9166666666666666,0.16666666666666666
1983-11-09,107,26.0,3.0,0.22880030039426746,0.9166666666666666,0.3333333333333333
1983-11-10,117,27.0,3.0,0.22880030039426746,0.9166666666666666,0.5
1983-11-11,65,27.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1983-11-12,59,26.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1983-11-13,58,26.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1983-11-14,67,30.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1983-11-15,81,27.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1983-11-16,96,27.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1983-11-17,80,25.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1983-11-18,77,24.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1983-11-19,105,23.0,3.0,0.22880030039426746,0.9166666666666666,0.8333333333333334
1983-11-20,80,26.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1983-11-21,90,25.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1983-11-22,99,27.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1983-11-23,96,26.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1983-11-24,64,27.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1983-11-25,63,25.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1983-11-26,61,28.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1983-11-27,68,25.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1983-11-28,81,24.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1983-11-29,94,26.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1983-11-30,61,26.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1983-12-01,90,26.0,2.0,0.18687026722573377,1.0,0.5
1983-12-02,79,27.0,2.0,0.18687026722573377,1.0,0.6666666666666666
1983-12-03,82,25.0,2.0,0.22880030039426746,1.0,0.8333333333333334
1983-12-04,68,23.0,2.0,0.18687026722573377,1.0,1.0
1983-12-05,89,25.0,2.0,0.18687026722573377,1.0,0.0
1983-12-06,79,26.0,2.0,0.18687026722573377,1.0,0.16666666666666666
1983-12-07,72,26.0,2.0,0.18687026722573377,1.0,0.3333333333333333
1983-12-08,125,27.0,3.0,0.18687026722573377,1.0,0.5
1983-12-09,159,26.0,4.0,0.18687026722573377,1.0,0.6666666666666666
1983-12-10,80,25.0,2.0,0.18687026722573377,1.0,0.8333333333333334
1983-12-11,50,25.0,1.0,0.18687026722573377,1.0,1.0
1983-12-12,74,25.0,2.0,0.18687026722573377,1.0,0.0
1983-12-13,106,25.0,3.0,0.18687026722573377,1.0,0.16666666666666666
1983-12-14,131,29.0,3.0,0.18687026722573377,1.0,0.3333333333333333
1983-12-15,136,26.0,3.0,0.18687026722573377,1.0,0.5
1983-12-16,100,25.0,2.0,0.18687026722573377,1.0,0.6666666666666666
1983-12-17,71,25.0,2.0,0.18687026722573377,1.0,0.8333333333333334
1983-12-18,65,25.0,2.0,0.18687026722573377,1.0,1.0
1983-12-19,93,26.0,2.0,0.18687026722573377,1.0,0.0
1983-12-20,76,29.0,2.0,0.18687026722573377,1.0,0.16666666666666666
1983-12-21,95,26.0,2.0,0.18687026722573377,1.0,0.3333333333333333
1983-12-22,95,26.0,2.0,0.18687026722573377,1.0,0.5
1983-12-23,83,27.0,2.0,0.18687026722573377,1.0,0.6666666666666666
1983-12-24,56,27.0,2.0,0.18687026722573377,1.0,0.8333333333333334
1983-12-25,34,27.0,1.0,0.22880030039426746,1.0,1.0
1983-12-26,47,30.0,1.0,0.18687026722573377,1.0,0.0
1983-12-27,84,27.0,2.0,0.18687026722573377,1.0,0.16666666666666666
1983-12-28,101,27.0,3.0,0.22880030039426746,1.0,0.3333333333333333
1983-12-29,87,27.0,2.0,0.18687026722573377,1.0,0.5
1983-12-30,74,27.0,2.0,0.18687026722573377,1.0,0.6666666666666666
1983-12-31,71,20.0,2.0,0.18687026722573377,1.0,0.8333333333333334
1984-01-01,63,29.0,2.0,0.22880030039426746,0.08333333333333333,1.0
1984-01-02,67,28.0,2.0,0.22880030039426746,0.08333333333333333,0.0
1984-01-03,70,28.0,2.0,0.18687026722573377,0.08333333333333333,0.16666666666666666
1984-01-04,84,27.0,2.0,0.18687026722573377,0.08333333333333333,0.3333333333333333
1984-01-05,106,28.0,3.0,0.22880030039426746,0.08333333333333333,0.5
1984-01-06,88,28.0,2.0,0.18687026722573377,0.08333333333333333,0.6666666666666666
1984-01-07,62,31.0,2.0,0.18687026722573377,0.08333333333333333,0.8333333333333334
1984-01-08,60,28.0,2.0,0.18687026722573377,0.08333333333333333,1.0
1984-01-09,65,28.0,2.0,0.18687026722573377,0.08333333333333333,0.0
1984-01-10,84,26.0,2.0,0.18687026722573377,0.08333333333333333,0.16666666666666666
1984-01-11,54,25.0,2.0,0.18687026722573377,0.08333333333333333,0.3333333333333333
1984-01-12,60,27.0,2.0,0.18687026722573377,0.08333333333333333,0.5
1984-01-13,70,31.0,2.0,0.22880030039426746,0.08333333333333333,0.6666666666666666
1984-01-14,75,27.0,2.0,0.18687026722573377,0.08333333333333333,0.8333333333333334
1984-01-15,59,27.0,2.0,0.18687026722573377,0.08333333333333333,1.0
1984-01-16,109,27.0,3.0,0.22880030039426746,0.08333333333333333,0.0
1984-01-17,108,27.0,3.0,0.22880030039426746,0.08333333333333333,0.16666666666666666
1984-01-18,106,28.0,3.0,0.22880030039426746,0.08333333333333333,0.3333333333333333
1984-01-19,73,30.0,2.0,0.18687026722573377,0.08333333333333333,0.5
1984-01-20,71,27.0,2.0,0.18687026722573377,0.08333333333333333,0.6666666666666666
1984-01-21,91,28.0,2.0,0.22880030039426746,0.08333333333333333,0.8333333333333334
1984-01-22,90,28.0,2.0,0.22880030039426746,0.08333333333333333,1.0
1984-01-23,109,28.0,3.0,0.22880030039426746,0.08333333333333333,0.0
1984-01-24,216,26.0,5.0,0.18687026722573377,0.08333333333333333,0.16666666666666666
1984-01-25,128,30.0,3.0,0.18687026722573377,0.08333333333333333,0.3333333333333333
1984-01-26,217,26.0,5.0,0.18687026722573377,0.08333333333333333,0.5
1984-01-27,230,25.0,5.0,0.18687026722573377,0.08333333333333333,0.6666666666666666
1984-01-28,76,26.0,2.0,0.18687026722573377,0.08333333333333333,0.8333333333333334
1984-01-29,67,25.0,2.0,0.18687026722573377,0.08333333333333333,1.0
1984-01-30,98,25.0,2.0,0.18687026722573377,0.08333333333333333,0.0
1984-01-31,80,31.0,2.0,0.18687026722573377,0.08333333333333333,0.16666666666666666
1984-02-01,77,27.0,2.0,0.18687026722573377,0.16666666666666666,0.3333333333333333
1984-02-02,107,27.0,3.0,0.22880030039426746,0.16666666666666666,0.5
1984-02-03,151,27.0,4.0,0.18687026722573377,0.16666666666666666,0.6666666666666666
1984-02-04,91,25.0,2.0,0.18687026722573377,0.16666666666666666,0.8333333333333334
1984-02-05,90,25.0,2.0,0.18687026722573377,0.16666666666666666,1.0
1984-02-06,78,29.0,2.0,0.18687026722573377,0.16666666666666666,0.0
1984-02-07,77,27.0,2.0,0.18687026722573377,0.16666666666666666,0.16666666666666666
1984-02-08,75,26.0,2.0,0.18687026722573377,0.16666666666666666,0.3333333333333333
1984-02-09,90,25.0,2.0,0.18687026722573377,0.16666666666666666,0.5
1984-02-10,89,26.0,2.0,0.18687026722573377,0.16666666666666666,0.6666666666666666
1984-02-11,133,27.0,3.0,0.18687026722573377,0.16666666666666666,0.8333333333333334
1984-02-12,103,30.0,3.0,0.18687026722573377,0.16666666666666666,1.0
1984-02-13,97,28.0,2.0,0.18687026722573377,0.16666666666666666,0.0
1984-02-14,113,26.0,3.0,0.18687026722573377,0.16666666666666666,0.16666666666666666
1984-02-15,116,27.0,3.0,0.18687026722573377,0.16666666666666666,0.3333333333333333
1984-02-16,86,28.0,2.0,0.18687026722573377,0.16666666666666666,0.5
1984-02-17,111,28.0,3.0,0.18687026722573377,0.16666666666666666,0.6666666666666666
1984-02-18,70,30.0,2.0,0.18687026722573377,0.16666666666666666,0.8333333333333334
1984-02-19,69,28.0,2.0,0.18687026722573377,0.16666666666666666,1.0
1984-02-20,54,28.0,2.0,0.18687026722573377,0.16666666666666666,0.0
1984-02-21,87,26.0,2.0,0.18687026722573377,0.16666666666666666,0.16666666666666666
1984-02-22,87,26.0,2.0,0.18687026722573377,0.16666666666666666,0.3333333333333333
1984-02-23,86,26.0,2.0,0.22880030039426746,0.16666666666666666,0.5
1984-02-24,83,29.0,2.0,0.18687026722573377,0.16666666666666666,0.6666666666666666
1984-02-25,84,28.0,2.0,0.18687026722573377,0.16666666666666666,0.8333333333333334
1984-02-26,60,28.0,2.0,0.18687026722573377,0.16666666666666666,1.0
1984-02-27,96,28.0,2.0,0.18687026722573377,0.16666666666666666,0.0
1984-02-28,85,25.0,2.0,0.18687026722573377,0.16666666666666666,0.16666666666666666
1984-02-29,69,26.0,2.0,0.18687026722573377,0.16666666666666666,0.3333333333333333
1984-03-01,70,31.0,2.0,0.18687026722573377,0.25,0.5
1984-03-02,87,29.0,2.0,0.18687026722573377,0.25,0.6666666666666666
1984-03-03,66,29.0,2.0,0.18687026722573377,0.25,0.8333333333333334
1984-03-04,74,29.0,2.0,0.18687026722573377,0.25,1.0
1984-03-05,106,28.0,3.0,0.18687026722573377,0.25,0.0
1984-03-06,87,29.0,2.0,0.18687026722573377,0.25,0.16666666666666666
1984-03-07,70,32.0,2.0,0.18687026722573377,0.25,0.3333333333333333
1984-03-08,76,28.0,2.0,0.18687026722573377,0.25,0.5
1984-03-09,55,29.0,2.0,0.18687026722573377,0.25,0.6666666666666666
1984-03-10,84,28.0,2.0,0.30427436009762815,0.25,0.8333333333333334
1984-03-11,100,20.0,2.0,0.30427436009762815,0.25,1.0
1984-03-12,60,25.0,2.0,0.18687026722573377,0.25,0.0
1984-03-13,56,31.0,2.0,0.18687026722573377,0.25,0.16666666666666666
1984-03-14,74,28.0,2.0,0.18687026722573377,0.25,0.3333333333333333
1984-03-15,79,29.0,2.0,0.18687026722573377,0.25,0.5
1984-03-16,99,28.0,2.0,0.22880030039426746,0.25,0.6666666666666666
1984-03-17,69,28.0,2.0,0.18687026722573377,0.25,0.8333333333333334
1984-03-18,59,28.0,2.0,0.18687026722573377,0.25,1.0
1984-03-19,71,30.0,2.0,0.18687026722573377,0.25,0.0
1984-03-20,82,25.0,2.0,0.22880030039426746,0.25,0.16666666666666666
1984-03-21,89,27.0,2.0,0.18687026722573377,0.25,0.3333333333333333
1984-03-22,67,27.0,2.0,0.22880030039426746,0.25,0.5
1984-03-23,73,27.0,2.0,0.22880030039426746,0.25,0.6666666666666666
1984-03-24,66,27.0,2.0,0.18687026722573377,0.25,0.8333333333333334
1984-03-25,71,30.0,2.0,0.18687026722573377,0.25,1.0
1984-03-26,70,28.0,2.0,0.18687026722573377,0.25,0.0
1984-03-27,79,27.0,2.0,0.22880030039426746,0.25,0.16666666666666666
1984-03-28,90,28.0,2.0,0.18687026722573377,0.25,0.3333333333333333
1984-03-29,62,26.0,2.0,0.18687026722573377,0.25,0.5
1984-03-30,86,27.0,2.0,0.18687026722573377,0.25,0.6666666666666666
1984-03-31,65,31.0,2.0,0.18687026722573377,0.25,0.8333333333333334
1984-04-01,67,28.0,2.0,0.30427436009762815,0.3333333333333333,1.0
1984-04-02,77,29.0,2.0,0.22880030039426746,0.3333333333333333,0.0
1984-04-03,73,31.0,2.0,0.22880030039426746,0.3333333333333333,0.16666666666666666
1984-04-04,150,30.0,3.0,0.18687026722573377,0.3333333333333333,0.3333333333333333
1984-04-05,84,30.0,2.0,0.18687026722573377,0.3333333333333333,0.5
1984-04-06,85,34.0,2.0,0.18687026722573377,0.3333333333333333,0.6666666666666666
1984-04-07,61,31.0,2.0,0.18687026722573377,0.3333333333333333,0.8333333333333334
1984-04-08,76,29.0,2.0,0.18687026722573377,0.3333333333333333,1.0
1984-04-09,92,29.0,2.0,0.18687026722573377,0.3333333333333333,0.0
1984-04-10,94,30.0,2.0,0.18687026722573377,0.3333333333333333,0.16666666666666666
1984-04-11,92,31.0,2.0,0.18687026722573377,0.3333333333333333,0.3333333333333333
1984-04-12,89,33.0,2.0,0.22880030039426746,0.3333333333333333,0.5
1984-04-13,103,31.0,3.0,0.22880030039426746,0.3333333333333333,0.6666666666666666
1984-04-14,94,31.0,2.0,0.18687026722573377,0.3333333333333333,0.8333333333333334
1984-04-15,75,31.0,2.0,0.18687026722573377,0.3333333333333333,1.0
1984-04-16,123,31.0,3.0,0.18687026722573377,0.3333333333333333,0.0
1984-04-17,84,31.0,2.0,0.30427436009762815,0.3333333333333333,0.16666666666666666
1984-04-18,111,34.0,3.0,0.18687026722573377,0.3333333333333333,0.3333333333333333
1984-04-19,168,31.0,4.0,0.18687026722573377,0.3333333333333333,0.5
1984-04-20,87,30.0,2.0,0.18687026722573377,0.3333333333333333,0.6666666666666666
1984-04-21,57,30.0,2.0,0.18687026722573377,0.3333333333333333,0.8333333333333334
1984-04-22,66,30.0,2.0,0.18687026722573377,0.3333333333333333,1.0
1984-04-23,104,31.0,3.0,0.18687026722573377,0.3333333333333333,0.0
1984-04-24,83,34.0,2.0,0.18687026722573377,0.3333333333333333,0.16666666666666666
1984-04-25,98,31.0,2.0,0.18687026722573377,0.3333333333333333,0.3333333333333333
1984-04-26,130,30.0,3.0,0.18687026722573377,0.3333333333333333,0.5
1984-04-27,100,31.0,2.0,0.18687026722573377,0.3333333333333333,0.6666666666666666
1984-04-28,90,31.0,2.0,0.22880030039426746,0.3333333333333333,0.8333333333333334
1984-04-29,154,29.0,4.0,0.30427436009762815,0.3333333333333333,1.0
1984-04-30,126,34.0,3.0,0.30427436009762815,0.3333333333333333,0.0
1984-05-01,73,31.0,2.0,0.18687026722573377,0.4166666666666667,0.16666666666666666
1984-05-02,70,31.0,2.0,0.22880030039426746,0.4166666666666667,0.3333333333333333
1984-05-03,140,29.0,3.0,0.18687026722573377,0.4166666666666667,0.5
1984-05-04,126,31.0,3.0,0.18687026722573377,0.4166666666666667,0.6666666666666666
1984-05-05,64,28.0,2.0,0.30427436009762815,0.4166666666666667,0.8333333333333334
1984-05-06,73,31.0,2.0,0.18687026722573377,0.4166666666666667,1.0
1984-05-07,106,31.0,3.0,0.18687026722573377,0.4166666666666667,0.0
1984-05-08,90,30.0,2.0,0.22880030039426746,0.4166666666666667,0.16666666666666666
1984-05-09,62,31.0,2.0,0.18687026722573377,0.4166666666666667,0.3333333333333333
1984-05-10,73,31.0,2.0,0.18687026722573377,0.4166666666666667,0.5
1984-05-11,108,30.0,3.0,0.30427436009762815,0.4166666666666667,0.6666666666666666
1984-05-12,130,33.0,3.0,0.18687026722573377,0.4166666666666667,0.8333333333333334
1984-05-13,108,30.0,3.0,0.30427436009762815,0.4166666666666667,1.0
1984-05-14,80,30.0,2.0,0.18687026722573377,0.4166666666666667,0.0
1984-05-15,65,30.0,2.0,0.18687026722573377,0.4166666666666667,0.16666666666666666
1984-05-16,61,30.0,2.0,0.18687026722573377,0.4166666666666667,0.3333333333333333
1984-05-17,92,31.0,2.0,0.18687026722573377,0.4166666666666667,0.5
1984-05-18,89,34.0,2.0,0.18687026722573377,0.4166666666666667,0.6666666666666666
1984-05-19,79,30.0,2.0,0.22880030039426746,0.4166666666666667,0.8333333333333334
1984-05-20,90,31.0,2.0,0.30427436009762815,0.4166666666666667,1.0
1984-05-21,122,31.0,3.0,0.30427436009762815,0.4166666666666667,0.0
1984-05-22,154,31.0,4.0,0.30427436009762815,0.4166666666666667,0.16666666666666666
1984-05-23,87,28.0,2.0,0.22880030039426746,0.4166666666666667,0.3333333333333333
1984-05-24,90,34.0,2.0,0.18687026722573377,0.4166666666666667,0.5
1984-05-25,182,30.0,4.0,0.30427436009762815,0.4166666666666667,0.6666666666666666
1984-05-26,182,31.0,4.0,0.30427436009762815,0.4166666666666667,0.8333333333333334
1984-05-27,101,30.0,3.0,0.30427436009762815,0.4166666666666667,1.0
1984-05-28,70,29.0,2.0,0.18687026722573377,0.4166666666666667,0.0
1984-05-29,89,27.0,2.0,0.18687026722573377,0.4166666666666667,0.16666666666666666
1984-05-30,101,28.0,3.0,0.18687026722573377,0.4166666666666667,0.3333333333333333
1984-05-31,113,28.0,3.0,0.18687026722573377,0.4166666666666667,0.5
1984-06-01,118,30.0,3.0,0.18687026722573377,0.5,0.6666666666666666
1984-06-02,95,30.0,2.0,0.18687026722573377,0.5,0.8333333333333334
1984-06-03,104,30.0,3.0,0.18687026722573377,0.5,1.0
1984-06-04,121,30.0,3.0,0.18687026722573377,0.5,0.0
1984-06-05,192,33.0,4.0,0.30427436009762815,0.5,0.16666666666666666
1984-06-06,200,30.0,4.0,0.30427436009762815,0.5,0.3333333333333333
1984-06-07,227,30.0,5.0,0.30427436009762815,0.5,0.5
1984-06-08,251,30.0,5.0,0.30427436009762815,0.5,0.6666666666666666
1984-06-09,177,29.0,4.0,0.30427436009762815,0.5,0.8333333333333334
1984-06-10,220,26.0,5.0,0.30427436009762815,0.5,1.0
1984-06-11,179,32.0,4.0,0.30427436009762815,0.5,0.0
1984-06-12,190,31.0,4.0,0.30427436009762815,0.5,0.16666666666666666
1984-06-13,226,31.0,5.0,0.30427436009762815,0.5,0.3333333333333333
1984-06-14,105,30.0,3.0,0.30427436009762815,0.5,0.5
1984-06-15,73,31.0,2.0,0.18687026722573377,0.5,0.6666666666666666
1984-06-16,140,31.0,3.0,0.30427436009762815,0.5,0.8333333333333334
1984-06-17,80,32.0,2.0,0.30427436009762815,0.5,1.0
1984-06-18,121,30.0,3.0,0.18687026722573377,0.5,0.0
1984-06-19,100,30.0,2.0,0.18687026722573377,0.5,0.16666666666666666
1984-06-20,151,29.0,4.0,0.30427436009762815,0.5,0.3333333333333333
1984-06-21,143,30.0,3.0,0.30427436009762815,0.5,0.5
1984-06-22,202,31.0,5.0,0.30427436009762815,0.5,0.6666666666666666
1984-06-23,119,34.0,3.0,0.30427436009762815,0.5,0.8333333333333334
1984-06-24,58,31.0,2.0,0.30427436009762815,0.5,1.0
1984-06-25,115,31.0,3.0,0.30427436009762815,0.5,0.0
1984-06-26,83,31.0,2.0,0.18687026722573377,0.5,0.16666666666666666
1984-06-27,195,31.0,4.0,0.30427436009762815,0.5,0.3333333333333333
1984-06-28,185,28.0,4.0,0.30427436009762815,0.5,0.5
1984-06-29,182,33.0,4.0,0.30427436009762815,0.5,0.6666666666666666
1984-06-30,131,30.0,3.0,0.18687026722573377,0.5,0.8333333333333334
1984-07-01,125,30.0,3.0,0.18687026722573377,0.5833333333333334,1.0
1984-07-02,172,30.0,4.0,0.30427436009762815,0.5833333333333334,0.0
1984-07-03,164,30.0,4.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1984-07-04,177,30.0,4.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1984-07-05,147,33.0,3.0,0.30427436009762815,0.5833333333333334,0.5
1984-07-06,99,29.0,2.0,0.18687026722573377,0.5833333333333334,0.6666666666666666
1984-07-07,118,27.0,3.0,0.18687026722573377,0.5833333333333334,0.8333333333333334
1984-07-08,66,27.0,2.0,0.18687026722573377,0.5833333333333334,1.0
1984-07-09,75,29.0,2.0,0.18687026722573377,0.5833333333333334,0.0
1984-07-10,115,29.0,3.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1984-07-11,208,32.0,5.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1984-07-12,98,29.0,2.0,0.18687026722573377,0.5833333333333334,0.5
1984-07-13,169,30.0,4.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1984-07-14,209,30.0,5.0,0.30427436009762815,0.5833333333333334,0.8333333333333334
1984-07-15,203,30.0,5.0,0.30427436009762815,0.5833333333333334,1.0
1984-07-16,108,30.0,3.0,0.30427436009762815,0.5833333333333334,0.0
1984-07-17,143,33.0,3.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1984-07-18,89,30.0,2.0,0.18687026722573377,0.5833333333333334,0.3333333333333333
1984-07-19,76,28.0,2.0,0.22880030039426746,0.5833333333333334,0.5
1984-07-20,201,30.0,5.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1984-07-21,100,27.0,2.0,0.18687026722573377,0.5833333333333334,0.8333333333333334
1984-07-22,91,29.0,2.0,0.18687026722573377,0.5833333333333334,1.0
1984-07-23,77,28.0,2.0,0.18687026722573377,0.5833333333333334,0.0
1984-07-24,100,27.0,2.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1984-07-25,127,29.0,3.0,0.22880030039426746,0.5833333333333334,0.3333333333333333
1984-07-26,151,30.0,4.0,0.30427436009762815,0.5833333333333334,0.5
1984-07-27,151,31.0,4.0,0.18687026722573377,0.5833333333333334,0.6666666666666666
1984-07-28,121,31.0,3.0,0.18687026722573377,0.5833333333333334,0.8333333333333334
1984-07-29,154,34.0,4.0,0.30427436009762815,0.5833333333333334,1.0
1984-07-30,136,31.0,3.0,0.30427436009762815,0.5833333333333334,0.0
1984-07-31,244,31.0,5.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1984-08-01,222,30.0,5.0,0.30427436009762815,0.6666666666666666,0.3333333333333333
1984-08-02,187,29.0,4.0,0.30427436009762815,0.6666666666666666,0.5
1984-08-03,147,28.0,3.0,0.30427436009762815,0.6666666666666666,0.6666666666666666
1984-08-04,207,32.0,5.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1984-08-05,96,28.0,2.0,0.22880030039426746,0.6666666666666666,1.0
1984-08-06,164,28.0,4.0,0.30427436009762815,0.6666666666666666,0.0
1984-08-07,136,29.0,3.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1984-08-08,177,29.0,4.0,0.30427436009762815,0.6666666666666666,0.3333333333333333
1984-08-09,140,29.0,3.0,0.30427436009762815,0.6666666666666666,0.5
1984-08-10,94,23.0,2.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1984-08-11,112,28.0,3.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1984-08-12,109,27.0,3.0,0.18687026722573377,0.6666666666666666,1.0
1984-08-13,136,28.0,3.0,0.30427436009762815,0.6666666666666666,0.0
1984-08-14,198,29.0,4.0,0.18687026722573377,0.6666666666666666,0.16666666666666666
1984-08-15,93,29.0,2.0,0.18687026722573377,0.6666666666666666,0.3333333333333333
1984-08-16,151,31.0,4.0,0.30427436009762815,0.6666666666666666,0.5
1984-08-17,99,29.0,2.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1984-08-18,204,29.0,5.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1984-08-19,147,29.0,3.0,0.30427436009762815,0.6666666666666666,1.0
1984-08-20,86,29.0,2.0,0.18687026722573377,0.6666666666666666,0.0
1984-08-21,129,28.0,3.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1984-08-22,207,30.0,5.0,0.30427436009762815,0.6666666666666666,0.3333333333333333
1984-08-23,102,28.0,3.0,0.22880030039426746,0.6666666666666666,0.5
1984-08-24,104,28.0,3.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1984-08-25,104,28.0,3.0,0.18687026722573377,0.6666666666666666,0.8333333333333334
1984-08-26,213,28.0,5.0,0.30427436009762815,0.6666666666666666,1.0
1984-08-27,126,29.0,3.0,0.30427436009762815,0.6666666666666666,0.0
1984-08-28,174,32.0,4.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1984-08-29,92,29.0,2.0,0.18687026722573377,0.6666666666666666,0.3333333333333333
1984-08-30,156,28.0,4.0,0.30427436009762815,0.6666666666666666,0.5
1984-08-31,81,29.0,2.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1984-09-01,79,28.0,2.0,0.18687026722573377,0.75,0.8333333333333334
1984-09-02,90,28.0,2.0,0.30427436009762815,0.75,1.0
1984-09-03,164,30.0,4.0,0.30427436009762815,0.75,0.0
1984-09-04,178,24.0,4.0,0.18687026722573377,0.75,0.16666666666666666
1984-09-05,103,26.0,3.0,0.22880030039426746,0.75,0.3333333333333333
1984-09-06,85,29.0,2.0,0.18687026722573377,0.75,0.5
1984-09-07,113,28.0,3.0,0.18687026722573377,0.75,0.6666666666666666
1984-09-08,110,28.0,3.0,0.22880030039426746,0.75,0.8333333333333334
1984-09-09,97,30.0,2.0,0.30427436009762815,0.75,1.0
1984-09-10,106,29.0,3.0,0.18687026722573377,0.75,0.0
1984-09-11,130,22.0,3.0,0.18687026722573377,0.75,0.16666666666666666
1984-09-12,104,29.0,3.0,0.18687026722573377,0.75,0.3333333333333333
1984-09-13,97,29.0,2.0,0.30427436009762815,0.75,0.5
1984-09-14,150,28.0,3.0,0.18687026722573377,0.75,0.6666666666666666
1984-09-15,140,31.0,3.0,0.18687026722573377,0.75,0.8333333333333334
1984-09-16,97,28.0,2.0,0.18687026722573377,0.75,1.0
1984-09-17,98,29.0,2.0,0.18687026722573377,0.75,0.0
1984-09-18,102,29.0,3.0,0.22880030039426746,0.75,0.16666666666666666
1984-09-19,112,29.0,3.0,0.30427436009762815,0.75,0.3333333333333333
1984-09-20,166,29.0,4.0,0.30427436009762815,0.75,0.5
1984-09-21,118,30.0,3.0,0.18687026722573377,0.75,0.6666666666666666
1984-09-22,115,27.0,3.0,0.18687026722573377,0.75,0.8333333333333334
